,miRNA,disease
548,['hsa-mir-9'],['Colonic Neoplasms']
549,['hsa-mir-92'],['Colonic Neoplasms']
550,['hsa-mir-93'],['Colonic Neoplasms']
551,['hsa-mir-95'],['Colonic Neoplasms']
552,['hsa-mir-96'],['Colonic Neoplasms']
553,['hsa-mir-99a'],['Colonic Neoplasms']
554,['hsa-mir-99b'],['Colonic Neoplasms']
555,['hsa-let-7a'],['Esophageal Neoplasms']
556,['hsa-let-7b'],['Esophageal Neoplasms']
557,['hsa-let-7c'],['Esophageal Neoplasms']
558,['hsa-let-7d'],['Esophageal Neoplasms']
559,['hsa-let-7e'],['Esophageal Neoplasms']
560,['hsa-let-7g'],['Esophageal Neoplasms']
561,['hsa-let-7i'],['Esophageal Neoplasms']
562,['hsa-mir-1'],['Esophageal Neoplasms']
563,['hsa-mir-100'],['Esophageal Neoplasms']
564,['hsa-mir-101'],['Esophageal Neoplasms']
565,['hsa-mir-106a'],['Esophageal Neoplasms']
566,['hsa-mir-106b'],['Esophageal Neoplasms']
567,['hsa-mir-107'],['Esophageal Neoplasms']
568,['hsa-mir-10a'],['Esophageal Neoplasms']
569,['hsa-mir-10b'],['Esophageal Neoplasms']
570,['hsa-mir-124'],['Esophageal Neoplasms']
571,['hsa-mir-125a'],['Esophageal Neoplasms']
572,['hsa-mir-125b'],['Esophageal Neoplasms']
573,['hsa-mir-126'],['Esophageal Neoplasms']
574,['hsa-mir-127'],['Esophageal Neoplasms']
575,['hsa-mir-128'],['Esophageal Neoplasms']
576,['hsa-mir-129'],['Esophageal Neoplasms']
577,['hsa-mir-130a'],['Esophageal Neoplasms']
578,['hsa-mir-130b'],['Esophageal Neoplasms']
579,['hsa-mir-132'],['Esophageal Neoplasms']
580,['hsa-mir-133a'],['Esophageal Neoplasms']
581,['hsa-mir-133b'],['Esophageal Neoplasms']
582,['hsa-mir-134'],['Esophageal Neoplasms']
583,['hsa-mir-135a'],['Esophageal Neoplasms']
584,['hsa-mir-135b'],['Esophageal Neoplasms']
585,['hsa-mir-136'],['Esophageal Neoplasms']
586,['hsa-mir-137'],['Esophageal Neoplasms']
587,['hsa-mir-139'],['Esophageal Neoplasms']
588,['hsa-mir-140'],['Esophageal Neoplasms']
589,['hsa-mir-141'],['Esophageal Neoplasms']
590,['hsa-mir-142'],['Esophageal Neoplasms']
591,['hsa-mir-143'],['Esophageal Neoplasms']
592,['hsa-mir-144'],['Esophageal Neoplasms']
593,['hsa-mir-145'],['Esophageal Neoplasms']
594,['hsa-mir-146a'],['Esophageal Neoplasms']
595,['hsa-mir-146b'],['Esophageal Neoplasms']
596,['hsa-mir-147b'],['Esophageal Neoplasms']
597,['hsa-mir-148a'],['Esophageal Neoplasms']
598,['hsa-mir-148b'],['Esophageal Neoplasms']
599,['hsa-mir-149'],['Esophageal Neoplasms']
600,['hsa-mir-150'],['Esophageal Neoplasms']
601,['hsa-mir-151'],['Esophageal Neoplasms']
602,['hsa-mir-152'],['Esophageal Neoplasms']
603,['hsa-mir-153'],['Esophageal Neoplasms']
604,['hsa-mir-154'],['Esophageal Neoplasms']
605,['hsa-mir-155'],['Esophageal Neoplasms']
606,['hsa-mir-15a'],['Esophageal Neoplasms']
607,['hsa-mir-15b'],['Esophageal Neoplasms']
608,['hsa-mir-16'],['Esophageal Neoplasms']
609,['hsa-mir-17'],['Esophageal Neoplasms']
610,['hsa-mir-181a'],['Esophageal Neoplasms']
611,['hsa-mir-181b'],['Esophageal Neoplasms']
612,['hsa-mir-181c'],['Esophageal Neoplasms']
613,['hsa-mir-181d'],['Esophageal Neoplasms']
614,['hsa-mir-182'],['Esophageal Neoplasms']
615,['hsa-mir-183'],['Esophageal Neoplasms']
616,['hsa-mir-185'],['Esophageal Neoplasms']
617,['hsa-mir-186'],['Esophageal Neoplasms']
618,['hsa-mir-187'],['Esophageal Neoplasms']
619,['hsa-mir-188'],['Esophageal Neoplasms']
620,['hsa-mir-189'],['Esophageal Neoplasms']
621,['hsa-mir-18a'],['Esophageal Neoplasms']
622,['hsa-mir-18b'],['Esophageal Neoplasms']
623,['hsa-mir-191'],['Esophageal Neoplasms']
624,['hsa-mir-192'],['Esophageal Neoplasms']
625,['hsa-mir-193a'],['Esophageal Neoplasms']
626,['hsa-mir-193b'],['Esophageal Neoplasms']
627,['hsa-mir-194'],['Esophageal Neoplasms']
628,['hsa-mir-195'],['Esophageal Neoplasms']
629,['hsa-mir-196a'],['Esophageal Neoplasms']
630,['hsa-mir-196b'],['Esophageal Neoplasms']
631,['hsa-mir-197'],['Esophageal Neoplasms']
632,['hsa-mir-198'],['Esophageal Neoplasms']
633,['hsa-mir-199a'],['Esophageal Neoplasms']
634,['hsa-mir-199b'],['Esophageal Neoplasms']
635,['hsa-mir-19a'],['Esophageal Neoplasms']
636,['hsa-mir-19b'],['Esophageal Neoplasms']
637,['hsa-mir-200a'],['Esophageal Neoplasms']
638,['hsa-mir-200b'],['Esophageal Neoplasms']
639,['hsa-mir-200c'],['Esophageal Neoplasms']
640,['hsa-mir-202'],['Esophageal Neoplasms']
641,['hsa-mir-203'],['Esophageal Neoplasms']
642,['hsa-mir-205'],['Esophageal Neoplasms']
643,['hsa-mir-206'],['Esophageal Neoplasms']
644,['hsa-mir-20a'],['Esophageal Neoplasms']
645,['hsa-mir-20b'],['Esophageal Neoplasms']
646,['hsa-mir-21'],['Esophageal Neoplasms']
647,['hsa-mir-210'],['Esophageal Neoplasms']
648,['hsa-mir-211'],['Esophageal Neoplasms']
649,['hsa-mir-214'],['Esophageal Neoplasms']
650,['hsa-mir-215'],['Esophageal Neoplasms']
651,['hsa-mir-22'],['Esophageal Neoplasms']
652,['hsa-mir-221'],['Esophageal Neoplasms']
653,['hsa-mir-222'],['Esophageal Neoplasms']
654,['hsa-mir-223'],['Esophageal Neoplasms']
655,['hsa-mir-224'],['Esophageal Neoplasms']
656,['hsa-mir-23a'],['Esophageal Neoplasms']
657,['hsa-mir-23b'],['Esophageal Neoplasms']
658,['hsa-mir-24'],['Esophageal Neoplasms']
659,['hsa-mir-25'],['Esophageal Neoplasms']
660,['hsa-mir-26a'],['Esophageal Neoplasms']
661,['hsa-mir-26b'],['Esophageal Neoplasms']
662,['hsa-mir-27a'],['Esophageal Neoplasms']
663,['hsa-mir-27b'],['Esophageal Neoplasms']
664,['hsa-mir-28'],['Esophageal Neoplasms']
665,['hsa-mir-299'],['Esophageal Neoplasms']
666,['hsa-mir-29a'],['Esophageal Neoplasms']
667,['hsa-mir-29b'],['Esophageal Neoplasms']
668,['hsa-mir-29c'],['Esophageal Neoplasms']
669,['hsa-mir-301a'],['Esophageal Neoplasms']
670,['hsa-mir-302b'],['Esophageal Neoplasms']
671,['hsa-mir-302c'],['Esophageal Neoplasms']
672,['hsa-mir-302d'],['Esophageal Neoplasms']
673,['hsa-mir-30a'],['Esophageal Neoplasms']
674,['hsa-mir-30b'],['Esophageal Neoplasms']
675,['hsa-mir-30c'],['Esophageal Neoplasms']
676,['hsa-mir-30d'],['Esophageal Neoplasms']
677,['hsa-mir-31'],['Esophageal Neoplasms']
678,['hsa-mir-32'],['Esophageal Neoplasms']
679,['hsa-mir-324'],['Esophageal Neoplasms']
680,['hsa-mir-326'],['Esophageal Neoplasms']
681,['hsa-mir-328'],['Esophageal Neoplasms']
682,['hsa-mir-329'],['Esophageal Neoplasms']
683,['hsa-mir-330'],['Esophageal Neoplasms']
684,['hsa-mir-331'],['Esophageal Neoplasms']
685,['hsa-mir-335'],['Esophageal Neoplasms']
686,['hsa-mir-338'],['Esophageal Neoplasms']
687,['hsa-mir-339'],['Esophageal Neoplasms']
688,['hsa-mir-345'],['Esophageal Neoplasms']
689,['hsa-mir-346'],['Esophageal Neoplasms']
690,['hsa-mir-34a'],['Esophageal Neoplasms']
691,['hsa-mir-34b'],['Esophageal Neoplasms']
692,['hsa-mir-34c'],['Esophageal Neoplasms']
693,['hsa-mir-361'],['Esophageal Neoplasms']
694,['hsa-mir-362'],['Esophageal Neoplasms']
695,['hsa-mir-367'],['Esophageal Neoplasms']
696,['hsa-mir-370'],['Esophageal Neoplasms']
697,['hsa-mir-372'],['Esophageal Neoplasms']
698,['hsa-mir-373'],['Esophageal Neoplasms']
699,['hsa-mir-374b'],['Esophageal Neoplasms']
700,['hsa-mir-375'],['Esophageal Neoplasms']
701,['hsa-mir-376a'],['Esophageal Neoplasms']
702,['hsa-mir-376b'],['Esophageal Neoplasms']
703,['hsa-mir-377'],['Esophageal Neoplasms']
704,['hsa-mir-379'],['Esophageal Neoplasms']
705,['hsa-mir-381'],['Esophageal Neoplasms']
706,['hsa-mir-382'],['Esophageal Neoplasms']
707,['hsa-mir-383'],['Esophageal Neoplasms']
708,['hsa-mir-384'],['Esophageal Neoplasms']
709,['hsa-mir-409'],['Esophageal Neoplasms']
710,['hsa-mir-410'],['Esophageal Neoplasms']
711,['hsa-mir-411'],['Esophageal Neoplasms']
712,['hsa-mir-421'],['Esophageal Neoplasms']
713,['hsa-mir-422a'],['Esophageal Neoplasms']
714,['hsa-mir-423'],['Esophageal Neoplasms']
715,['hsa-mir-424'],['Esophageal Neoplasms']
716,['hsa-mir-425'],['Esophageal Neoplasms']
717,['hsa-mir-429'],['Esophageal Neoplasms']
718,['hsa-mir-431'],['Esophageal Neoplasms']
719,['hsa-mir-432'],['Esophageal Neoplasms']
720,['hsa-mir-433'],['Esophageal Neoplasms']
721,['hsa-mir-448'],['Esophageal Neoplasms']
722,['hsa-mir-451'],['Esophageal Neoplasms']
723,['hsa-mir-452'],['Esophageal Neoplasms']
724,['hsa-mir-455'],['Esophageal Neoplasms']
725,['hsa-mir-483'],['Esophageal Neoplasms']
726,['hsa-mir-484'],['Esophageal Neoplasms']
727,['hsa-mir-485'],['Esophageal Neoplasms']
728,['hsa-mir-487a'],['Esophageal Neoplasms']
729,['hsa-mir-489'],['Esophageal Neoplasms']
730,['hsa-mir-490'],['Esophageal Neoplasms']
731,['hsa-mir-491'],['Esophageal Neoplasms']
732,['hsa-mir-493'],['Esophageal Neoplasms']
733,['hsa-mir-494'],['Esophageal Neoplasms']
734,['hsa-mir-495'],['Esophageal Neoplasms']
735,['hsa-mir-497'],['Esophageal Neoplasms']
736,['hsa-mir-498'],['Esophageal Neoplasms']
737,['hsa-mir-501'],['Esophageal Neoplasms']
738,['hsa-mir-502'],['Esophageal Neoplasms']
739,['hsa-mir-503'],['Esophageal Neoplasms']
740,['hsa-mir-505'],['Esophageal Neoplasms']
741,['hsa-mir-506'],['Esophageal Neoplasms']
742,['hsa-mir-507'],['Esophageal Neoplasms']
743,['hsa-mir-508'],['Esophageal Neoplasms']
744,['hsa-mir-509'],['Esophageal Neoplasms']
745,['hsa-mir-510'],['Esophageal Neoplasms']
746,['hsa-mir-511'],['Esophageal Neoplasms']
747,['hsa-mir-516a'],['Esophageal Neoplasms']
748,['hsa-mir-518a'],['Esophageal Neoplasms']
749,['hsa-mir-518b'],['Esophageal Neoplasms']
750,['hsa-mir-518c'],['Esophageal Neoplasms']
751,['hsa-mir-518e'],['Esophageal Neoplasms']
752,['hsa-mir-518f'],['Esophageal Neoplasms']
753,['hsa-mir-519c'],['Esophageal Neoplasms']
754,['hsa-mir-519d'],['Esophageal Neoplasms']
755,['hsa-mir-519e'],['Esophageal Neoplasms']
756,['hsa-mir-520a'],['Esophageal Neoplasms']
757,['hsa-mir-520b'],['Esophageal Neoplasms']
758,['hsa-mir-520c'],['Esophageal Neoplasms']
759,['hsa-mir-520d'],['Esophageal Neoplasms']
760,['hsa-mir-520e'],['Esophageal Neoplasms']
761,['hsa-mir-520f'],['Esophageal Neoplasms']
762,['hsa-mir-520g'],['Esophageal Neoplasms']
763,['hsa-mir-521'],['Esophageal Neoplasms']
764,['hsa-mir-522'],['Esophageal Neoplasms']
765,['hsa-mir-523'],['Esophageal Neoplasms']
766,['hsa-mir-524'],['Esophageal Neoplasms']
767,['hsa-mir-525'],['Esophageal Neoplasms']
768,['hsa-mir-526a'],['Esophageal Neoplasms']
769,['hsa-mir-527'],['Esophageal Neoplasms']
770,['hsa-mir-532'],['Esophageal Neoplasms']
771,['hsa-mir-542'],['Esophageal Neoplasms']
772,['hsa-mir-548a'],['Esophageal Neoplasms']
773,['hsa-mir-548c'],['Esophageal Neoplasms']
774,['hsa-mir-548d'],['Esophageal Neoplasms']
775,['hsa-mir-557'],['Esophageal Neoplasms']
776,['hsa-mir-566'],['Esophageal Neoplasms']
777,['hsa-mir-570'],['Esophageal Neoplasms']
778,['hsa-mir-574'],['Esophageal Neoplasms']
779,['hsa-mir-583'],['Esophageal Neoplasms']
780,['hsa-mir-584'],['Esophageal Neoplasms']
781,['hsa-mir-590'],['Esophageal Neoplasms']
782,['hsa-mir-591'],['Esophageal Neoplasms']
783,['hsa-mir-593'],['Esophageal Neoplasms']
784,['hsa-mir-596'],['Esophageal Neoplasms']
785,['hsa-mir-602'],['Esophageal Neoplasms']
786,['hsa-mir-603'],['Esophageal Neoplasms']
787,['hsa-mir-605'],['Esophageal Neoplasms']
788,['hsa-mir-610'],['Esophageal Neoplasms']
789,['hsa-mir-612'],['Esophageal Neoplasms']
790,['hsa-mir-614'],['Esophageal Neoplasms']
791,['hsa-mir-615'],['Esophageal Neoplasms']
792,['hsa-mir-616'],['Esophageal Neoplasms']
793,['hsa-mir-617'],['Esophageal Neoplasms']
794,['hsa-mir-622'],['Esophageal Neoplasms']
795,['hsa-mir-625'],['Esophageal Neoplasms']
796,['hsa-mir-627'],['Esophageal Neoplasms']
797,['hsa-mir-628'],['Esophageal Neoplasms']
798,['hsa-mir-630'],['Esophageal Neoplasms']
799,['hsa-mir-635'],['Esophageal Neoplasms']
800,['hsa-mir-648'],['Esophageal Neoplasms']
801,['hsa-mir-652'],['Esophageal Neoplasms']
802,['hsa-mir-660'],['Esophageal Neoplasms']
803,['hsa-mir-663'],['Esophageal Neoplasms']
804,['hsa-mir-668'],['Esophageal Neoplasms']
805,['hsa-mir-671'],['Esophageal Neoplasms']
806,['hsa-mir-7'],['Esophageal Neoplasms']
807,['hsa-mir-758'],['Esophageal Neoplasms']
808,['hsa-mir-765'],['Esophageal Neoplasms']
809,['hsa-mir-769'],['Esophageal Neoplasms']
810,['hsa-mir-9'],['Esophageal Neoplasms']
811,['hsa-mir-92'],['Esophageal Neoplasms']
812,['hsa-mir-92b'],['Esophageal Neoplasms']
813,['hsa-mir-93'],['Esophageal Neoplasms']
814,['hsa-mir-95'],['Esophageal Neoplasms']
815,['hsa-mir-96'],['Esophageal Neoplasms']
816,['hsa-mir-98'],['Esophageal Neoplasms']
817,['hsa-mir-99a'],['Esophageal Neoplasms']
818,['hsa-mir-99b'],['Esophageal Neoplasms']
819,['hsa-mir-492'],['Esophageal Neoplasms']
820,['hsa-mir-571'],['Esophageal Neoplasms']
821,['hsa-mir-650'],['Esophageal Neoplasms']
822,['hsa-mir-661'],['Esophageal Neoplasms']
823,['hsa-let-7d'],['Glioblastoma']
824,['hsa-let-7e'],['Glioblastoma']
825,['hsa-let-7g'],['Glioblastoma']
826,['hsa-mir-105'],['Glioblastoma']
827,['hsa-mir-10a'],['Glioblastoma']
828,['hsa-mir-10b'],['Glioblastoma']
829,['hsa-mir-129'],['Glioblastoma']
830,['hsa-mir-132'],['Glioblastoma']
831,['hsa-mir-135b'],['Glioblastoma']
832,['hsa-mir-136'],['Glioblastoma']
833,['hsa-mir-137'],['Glioblastoma']
834,['hsa-mir-138'],['Glioblastoma']
835,['hsa-mir-139'],['Glioblastoma']
836,['hsa-mir-140'],['Glioblastoma']
837,['hsa-mir-141'],['Glioblastoma']
838,['hsa-mir-142'],['Glioblastoma']
839,['hsa-mir-143'],['Glioblastoma']
840,['hsa-mir-145'],['Glioblastoma']
841,['hsa-mir-146b'],['Glioblastoma']
842,['hsa-mir-148a'],['Glioblastoma']
843,['hsa-mir-148b'],['Glioblastoma']
844,['hsa-mir-149'],['Glioblastoma']
845,['hsa-mir-150'],['Glioblastoma']
846,['hsa-mir-151'],['Glioblastoma']
847,['hsa-mir-153'],['Glioblastoma']
848,['hsa-mir-154'],['Glioblastoma']
849,['hsa-mir-155'],['Glioblastoma']
850,['hsa-mir-15a'],['Glioblastoma']
851,['hsa-mir-16'],['Glioblastoma']
852,['hsa-mir-17'],['Glioblastoma']
853,['hsa-mir-181a'],['Glioblastoma']
854,['hsa-mir-181b'],['Glioblastoma']
855,['hsa-mir-181c'],['Glioblastoma']
856,['hsa-mir-182'],['Glioblastoma']
857,['hsa-mir-183'],['Glioblastoma']
858,['hsa-mir-185'],['Glioblastoma']
859,['hsa-mir-186'],['Glioblastoma']
860,['hsa-mir-187'],['Glioblastoma']
861,['hsa-mir-188'],['Glioblastoma']
862,['hsa-mir-18a'],['Glioblastoma']
863,['hsa-mir-18b'],['Glioblastoma']
864,['hsa-mir-193a'],['Glioblastoma']
865,['hsa-mir-194'],['Glioblastoma']
866,['hsa-mir-197'],['Glioblastoma']
867,['hsa-mir-199a'],['Glioblastoma']
868,['hsa-mir-199b'],['Glioblastoma']
869,['hsa-mir-19a'],['Glioblastoma']
870,['hsa-mir-19b'],['Glioblastoma']
871,['hsa-mir-200a'],['Glioblastoma']
872,['hsa-mir-200b'],['Glioblastoma']
873,['hsa-mir-202'],['Glioblastoma']
874,['hsa-mir-203'],['Glioblastoma']
875,['hsa-mir-205'],['Glioblastoma']
876,['hsa-mir-206'],['Glioblastoma']
877,['hsa-mir-21'],['Glioblastoma']
878,['hsa-mir-210'],['Glioblastoma']
879,['hsa-mir-211'],['Glioblastoma']
880,['hsa-mir-212'],['Glioblastoma']
881,['hsa-mir-214'],['Glioblastoma']
882,['hsa-mir-215'],['Glioblastoma']
883,['hsa-mir-217'],['Glioblastoma']
884,['hsa-mir-218'],['Glioblastoma']
885,['hsa-mir-221'],['Glioblastoma']
886,['hsa-mir-222'],['Glioblastoma']
887,['hsa-mir-224'],['Glioblastoma']
888,['hsa-mir-23a'],['Glioblastoma']
889,['hsa-mir-24'],['Glioblastoma']
890,['hsa-mir-25'],['Glioblastoma']
891,['hsa-mir-26b'],['Glioblastoma']
892,['hsa-mir-28'],['Glioblastoma']
893,['hsa-mir-296'],['Glioblastoma']
894,['hsa-mir-297'],['Glioblastoma']
895,['hsa-mir-298'],['Glioblastoma']
896,['hsa-mir-299'],['Glioblastoma']
897,['hsa-mir-29b'],['Glioblastoma']
898,['hsa-mir-300'],['Glioblastoma']
899,['hsa-mir-302b'],['Glioblastoma']
900,['hsa-mir-30a'],['Glioblastoma']
901,['hsa-mir-30c'],['Glioblastoma']
902,['hsa-mir-30d'],['Glioblastoma']
903,['hsa-mir-30e'],['Glioblastoma']
904,['hsa-mir-31'],['Glioblastoma']
905,['hsa-mir-326'],['Glioblastoma']
906,['hsa-mir-328'],['Glioblastoma']
907,['hsa-mir-329'],['Glioblastoma']
908,['hsa-mir-331'],['Glioblastoma']
909,['hsa-mir-338'],['Glioblastoma']
910,['hsa-mir-339'],['Glioblastoma']
911,['hsa-mir-340'],['Glioblastoma']
912,['hsa-mir-342'],['Glioblastoma']
913,['hsa-mir-346'],['Glioblastoma']
914,['hsa-mir-34a'],['Glioblastoma']
915,['hsa-mir-34b'],['Glioblastoma']
916,['hsa-mir-34c'],['Glioblastoma']
917,['hsa-mir-362'],['Glioblastoma']
918,['hsa-mir-369'],['Glioblastoma']
919,['hsa-mir-370'],['Glioblastoma']
920,['hsa-mir-371'],['Glioblastoma']
921,['hsa-mir-373'],['Glioblastoma']
922,['hsa-mir-375'],['Glioblastoma']
923,['hsa-mir-376b'],['Glioblastoma']
924,['hsa-mir-377'],['Glioblastoma']
925,['hsa-mir-379'],['Glioblastoma']
926,['hsa-mir-381'],['Glioblastoma']
927,['hsa-mir-382'],['Glioblastoma']
928,['hsa-mir-383'],['Glioblastoma']
929,['hsa-mir-384'],['Glioblastoma']
930,['hsa-mir-409'],['Glioblastoma']
931,['hsa-mir-410'],['Glioblastoma']
932,['hsa-mir-411'],['Glioblastoma']
933,['hsa-mir-421'],['Glioblastoma']
934,['hsa-mir-424'],['Glioblastoma']
935,['hsa-mir-425'],['Glioblastoma']
936,['hsa-mir-429'],['Glioblastoma']
937,['hsa-mir-431'],['Glioblastoma']
938,['hsa-mir-432'],['Glioblastoma']
939,['hsa-mir-433'],['Glioblastoma']
940,['hsa-mir-448'],['Glioblastoma']
941,['hsa-mir-452'],['Glioblastoma']
942,['hsa-mir-495'],['Glioblastoma']
943,['hsa-mir-503'],['Glioblastoma']
944,['hsa-mir-505'],['Glioblastoma']
945,['hsa-mir-515'],['Glioblastoma']
946,['hsa-mir-517a'],['Glioblastoma']
947,['hsa-mir-518a'],['Glioblastoma']
948,['hsa-mir-518b'],['Glioblastoma']
949,['hsa-mir-519d'],['Glioblastoma']
950,['hsa-mir-520c'],['Glioblastoma']
951,['hsa-mir-522'],['Glioblastoma']
952,['hsa-mir-523'],['Glioblastoma']
953,['hsa-mir-527'],['Glioblastoma']
954,['hsa-mir-7'],['Glioblastoma']
955,['hsa-mir-9'],['Glioblastoma']
956,['hsa-mir-95'],['Glioblastoma']
957,['hsa-mir-96'],['Glioblastoma']
958,['hsa-mir-98'],['Glioblastoma']
959,['hsa-mir-1'],['Head and Neck Neoplasms']
960,['hsa-mir-10b'],['Head and Neck Neoplasms']
961,['hsa-mir-125a'],['Head and Neck Neoplasms']
962,['hsa-mir-126'],['Head and Neck Neoplasms']
963,['hsa-mir-133a'],['Head and Neck Neoplasms']
964,['hsa-mir-133b'],['Head and Neck Neoplasms']
965,['hsa-mir-136'],['Head and Neck Neoplasms']
966,['hsa-mir-139'],['Head and Neck Neoplasms']
967,['hsa-mir-143'],['Head and Neck Neoplasms']
968,['hsa-mir-145'],['Head and Neck Neoplasms']
969,['hsa-mir-146a'],['Head and Neck Neoplasms']
970,['hsa-mir-146b'],['Head and Neck Neoplasms']
971,['hsa-mir-150'],['Head and Neck Neoplasms']
972,['hsa-mir-181d'],['Head and Neck Neoplasms']
973,['hsa-mir-18a'],['Head and Neck Neoplasms']
974,['hsa-mir-193b'],['Head and Neck Neoplasms']
975,['hsa-mir-195'],['Head and Neck Neoplasms']
976,['hsa-mir-196a'],['Head and Neck Neoplasms']
977,['hsa-mir-196b'],['Head and Neck Neoplasms']
978,['hsa-mir-199a'],['Head and Neck Neoplasms']
979,['hsa-mir-199b'],['Head and Neck Neoplasms']
980,['hsa-mir-203'],['Head and Neck Neoplasms']
981,['hsa-mir-206'],['Head and Neck Neoplasms']
982,['hsa-mir-21'],['Head and Neck Neoplasms']
983,['hsa-mir-214'],['Head and Neck Neoplasms']
984,['hsa-mir-221'],['Head and Neck Neoplasms']
985,['hsa-mir-223'],['Head and Neck Neoplasms']
986,['hsa-mir-29c'],['Head and Neck Neoplasms']
987,['hsa-mir-31'],['Head and Neck Neoplasms']
988,['hsa-mir-34a'],['Head and Neck Neoplasms']
989,['hsa-mir-375'],['Head and Neck Neoplasms']
990,['hsa-mir-451'],['Head and Neck Neoplasms']
991,['hsa-mir-486'],['Head and Neck Neoplasms']
992,['hsa-mir-491'],['Head and Neck Neoplasms']
993,['hsa-mir-99a'],['Head and Neck Neoplasms']
994,['hsa-let-7a'],"['Carcinoma, Hepatocellular']"
995,['hsa-let-7c'],"['Carcinoma, Hepatocellular']"
996,['hsa-let-7e'],"['Carcinoma, Hepatocellular']"
997,['hsa-let-7i'],"['Carcinoma, Hepatocellular']"
998,['hsa-mir-100'],"['Carcinoma, Hepatocellular']"
999,['hsa-mir-101'],"['Carcinoma, Hepatocellular']"
1000,['hsa-mir-106a'],"['Carcinoma, Hepatocellular']"
1001,['hsa-mir-106b'],"['Carcinoma, Hepatocellular']"
1002,['hsa-mir-107'],"['Carcinoma, Hepatocellular']"
1003,['hsa-mir-10a'],"['Carcinoma, Hepatocellular']"
1004,['hsa-mir-122'],"['Carcinoma, Hepatocellular']"
1005,['hsa-mir-125a'],"['Carcinoma, Hepatocellular']"
1006,['hsa-mir-126'],"['Carcinoma, Hepatocellular']"
1007,['hsa-mir-130a'],"['Carcinoma, Hepatocellular']"
1008,['hsa-mir-130b'],"['Carcinoma, Hepatocellular']"
1009,['hsa-mir-134'],"['Carcinoma, Hepatocellular']"
1010,['hsa-mir-143'],"['Carcinoma, Hepatocellular']"
1011,['hsa-mir-145'],"['Carcinoma, Hepatocellular']"
1012,['hsa-mir-146a'],"['Carcinoma, Hepatocellular']"
1013,['hsa-mir-148a'],"['Carcinoma, Hepatocellular']"
1014,['hsa-mir-148b'],"['Carcinoma, Hepatocellular']"
1015,['hsa-mir-150'],"['Carcinoma, Hepatocellular']"
1016,['hsa-mir-155'],"['Carcinoma, Hepatocellular']"
1017,['hsa-mir-15a'],"['Carcinoma, Hepatocellular']"
1018,['hsa-mir-15b'],"['Carcinoma, Hepatocellular']"
1019,['hsa-mir-16'],"['Carcinoma, Hepatocellular']"
1020,['hsa-mir-181a'],"['Carcinoma, Hepatocellular']"
1021,['hsa-mir-181b'],"['Carcinoma, Hepatocellular']"
1022,['hsa-mir-181d'],"['Carcinoma, Hepatocellular']"
1023,['hsa-mir-185'],"['Carcinoma, Hepatocellular']"
1024,['hsa-mir-188'],"['Carcinoma, Hepatocellular']"
1025,['hsa-mir-18a'],"['Carcinoma, Hepatocellular']"
1026,['hsa-mir-191'],"['Carcinoma, Hepatocellular']"
1027,['hsa-mir-193a'],"['Carcinoma, Hepatocellular']"
1028,['hsa-mir-194'],"['Carcinoma, Hepatocellular']"
1029,['hsa-mir-195'],"['Carcinoma, Hepatocellular']"
1030,['hsa-mir-199a'],"['Carcinoma, Hepatocellular']"
1031,['hsa-mir-19a'],"['Carcinoma, Hepatocellular']"
1032,['hsa-mir-200a'],"['Carcinoma, Hepatocellular']"
1033,['hsa-mir-202'],"['Carcinoma, Hepatocellular']"
1034,['hsa-mir-20a'],"['Carcinoma, Hepatocellular']"
1035,['hsa-mir-20b'],"['Carcinoma, Hepatocellular']"
1036,['hsa-mir-210'],"['Carcinoma, Hepatocellular']"
1037,['hsa-mir-214'],"['Carcinoma, Hepatocellular']"
1038,['hsa-mir-22'],"['Carcinoma, Hepatocellular']"
1039,['hsa-mir-221'],"['Carcinoma, Hepatocellular']"
1040,['hsa-mir-222'],"['Carcinoma, Hepatocellular']"
1041,['hsa-mir-224'],"['Carcinoma, Hepatocellular']"
1042,['hsa-mir-23a'],"['Carcinoma, Hepatocellular']"
1043,['hsa-mir-25'],"['Carcinoma, Hepatocellular']"
1044,['hsa-mir-26a'],"['Carcinoma, Hepatocellular']"
1045,['hsa-mir-26b'],"['Carcinoma, Hepatocellular']"
1046,['hsa-mir-27b'],"['Carcinoma, Hepatocellular']"
1047,['hsa-mir-28'],"['Carcinoma, Hepatocellular']"
1048,['hsa-mir-296'],"['Carcinoma, Hepatocellular']"
1049,['hsa-mir-29a'],"['Carcinoma, Hepatocellular']"
1050,['hsa-mir-29b'],"['Carcinoma, Hepatocellular']"
1051,['hsa-mir-29c'],"['Carcinoma, Hepatocellular']"
1052,['hsa-mir-30d'],"['Carcinoma, Hepatocellular']"
1053,['hsa-mir-331'],"['Carcinoma, Hepatocellular']"
1054,['hsa-mir-342'],"['Carcinoma, Hepatocellular']"
1055,['hsa-mir-34a'],"['Carcinoma, Hepatocellular']"
1056,['hsa-mir-422a'],"['Carcinoma, Hepatocellular']"
1057,['hsa-mir-423'],"['Carcinoma, Hepatocellular']"
1058,['hsa-mir-424'],"['Carcinoma, Hepatocellular']"
1059,['hsa-mir-451'],"['Carcinoma, Hepatocellular']"
1060,['hsa-mir-497'],"['Carcinoma, Hepatocellular']"
1061,['hsa-mir-520b'],"['Carcinoma, Hepatocellular']"
1062,['hsa-mir-520d'],"['Carcinoma, Hepatocellular']"
