,miRNA,disease
528,['hsa-mir-150'],['lymphoma']
529,['hsa-mir-151'],['lymphoma']
530,['hsa-mir-155'],['lymphoma']
531,['hsa-mir-16'],['lymphoma']
532,['hsa-mir-17'],['lymphoma']
533,['hsa-mir-19a'],['lymphoma']
534,['hsa-mir-19b'],['lymphoma']
535,['hsa-mir-20a'],['lymphoma']
536,['hsa-mir-21'],['lymphoma']
537,['hsa-mir-210'],['lymphoma']
538,['hsa-mir-221'],['lymphoma']
539,['hsa-mir-320'],['lymphoma']
540,['hsa-mir-328'],['lymphoma']
541,['hsa-mir-92'],['lymphoma']
542,['hsa-mir-95'],['lymphoma']
543,['hsa-mir-99a'],['lymphoma']
544,['hsa-mir-124a'],['medulloblastoma']
545,['hsa-mir-125a'],['medulloblastoma']
546,['hsa-mir-125b'],['medulloblastoma']
547,['hsa-mir-17'],['medulloblastoma']
548,['hsa-mir-18a'],['medulloblastoma']
549,['hsa-mir-199b'],['medulloblastoma']
550,['hsa-mir-19a'],['medulloblastoma']
551,['hsa-mir-19b'],['medulloblastoma']
552,['hsa-mir-20'],['medulloblastoma']
553,['hsa-mir-20a'],['medulloblastoma']
554,['hsa-mir-324'],['medulloblastoma']
555,['hsa-mir-326'],['medulloblastoma']
556,['hsa-mir-34a'],['medulloblastoma']
557,['hsa-mir-9'],['medulloblastoma']
558,['hsa-mir-92'],['medulloblastoma']
559,['hsa-mir-92a'],['medulloblastoma']
560,['hsa-mir-200a'],['Meningioma']
561,['hsa-let-7b'],['Multiple Myeloma']
562,['hsa-let-7e'],['Multiple Myeloma']
563,['hsa-mir-106b'],['Multiple Myeloma']
564,['hsa-mir-125a'],['Multiple Myeloma']
565,['hsa-mir-140'],['Multiple Myeloma']
566,['hsa-mir-181a'],['Multiple Myeloma']
567,['hsa-mir-181b'],['Multiple Myeloma']
568,['hsa-mir-19a'],['Multiple Myeloma']
569,['hsa-mir-19b'],['Multiple Myeloma']
570,['hsa-mir-25'],['Multiple Myeloma']
571,['hsa-mir-32'],['Multiple Myeloma']
572,['hsa-mir-335'],['Multiple Myeloma']
573,['hsa-mir-342'],['Multiple Myeloma']
574,['hsa-mir-561'],['Multiple Myeloma']
575,['hsa-mir-93'],['Multiple Myeloma']
576,['hsa-mir-99b'],['Multiple Myeloma']
577,['hsa-mir-330'],['Prostate Neoplasms']
578,['hsa-let-7a'],['Prostate Neoplasms']
579,['hsa-let-7b'],['Prostate Neoplasms']
580,['hsa-let-7c'],['Prostate Neoplasms']
581,['hsa-let-7d'],['Prostate Neoplasms']
582,['hsa-let-7f'],['Prostate Neoplasms']
583,['hsa-let-7g'],['Prostate Neoplasms']
584,['hsa-mir-100'],['Prostate Neoplasms']
585,['hsa-mir-101'],['Prostate Neoplasms']
586,['hsa-mir-103'],['Prostate Neoplasms']
587,['hsa-mir-106a'],['Prostate Neoplasms']
588,['hsa-mir-10a'],['Prostate Neoplasms']
589,['hsa-mir-10b'],['Prostate Neoplasms']
590,['hsa-mir-125a'],['Prostate Neoplasms']
591,['hsa-mir-125b'],['Prostate Neoplasms']
592,['hsa-mir-126'],['Prostate Neoplasms']
593,['hsa-mir-127'],['Prostate Neoplasms']
594,['hsa-mir-141'],['Prostate Neoplasms']
595,['hsa-mir-143'],['Prostate Neoplasms']
596,['hsa-mir-145'],['Prostate Neoplasms']
597,['hsa-mir-146a'],['Prostate Neoplasms']
598,['hsa-mir-148a'],['Prostate Neoplasms']
599,['hsa-mir-149'],['Prostate Neoplasms']
600,['hsa-mir-151'],['Prostate Neoplasms']
601,['hsa-mir-15a'],['Prostate Neoplasms']
602,['hsa-mir-16'],['Prostate Neoplasms']
603,['hsa-mir-17'],['Prostate Neoplasms']
604,['hsa-mir-181a'],['Prostate Neoplasms']
605,['hsa-mir-181b'],['Prostate Neoplasms']
606,['hsa-mir-182'],['Prostate Neoplasms']
607,['hsa-mir-183'],['Prostate Neoplasms']
608,['hsa-mir-184'],['Prostate Neoplasms']
609,['hsa-mir-191'],['Prostate Neoplasms']
610,['hsa-mir-195'],['Prostate Neoplasms']
611,['hsa-mir-198'],['Prostate Neoplasms']
612,['hsa-mir-199a'],['Prostate Neoplasms']
613,['hsa-mir-199b'],['Prostate Neoplasms']
614,['hsa-mir-19b'],['Prostate Neoplasms']
615,['hsa-mir-202'],['Prostate Neoplasms']
616,['hsa-mir-205'],['Prostate Neoplasms']
617,['hsa-mir-20a'],['Prostate Neoplasms']
618,['hsa-mir-21'],['Prostate Neoplasms']
619,['hsa-mir-210'],['Prostate Neoplasms']
620,['hsa-mir-214'],['Prostate Neoplasms']
621,['hsa-mir-218'],['Prostate Neoplasms']
622,['hsa-mir-22'],['Prostate Neoplasms']
623,['hsa-mir-221'],['Prostate Neoplasms']
624,['hsa-mir-222'],['Prostate Neoplasms']
625,['hsa-mir-223'],['Prostate Neoplasms']
626,['hsa-mir-224'],['Prostate Neoplasms']
627,['hsa-mir-23a'],['Prostate Neoplasms']
628,['hsa-mir-23b'],['Prostate Neoplasms']
629,['hsa-mir-24'],['Prostate Neoplasms']
630,['hsa-mir-25'],['Prostate Neoplasms']
631,['hsa-mir-26a'],['Prostate Neoplasms']
632,['hsa-mir-26b'],['Prostate Neoplasms']
633,['hsa-mir-27a'],['Prostate Neoplasms']
634,['hsa-mir-27b'],['Prostate Neoplasms']
635,['hsa-mir-296'],['Prostate Neoplasms']
636,['hsa-mir-29a'],['Prostate Neoplasms']
637,['hsa-mir-29b'],['Prostate Neoplasms']
638,['hsa-mir-302c'],['Prostate Neoplasms']
639,['hsa-mir-30a'],['Prostate Neoplasms']
640,['hsa-mir-30b'],['Prostate Neoplasms']
641,['hsa-mir-30c'],['Prostate Neoplasms']
642,['hsa-mir-31'],['Prostate Neoplasms']
643,['hsa-mir-32'],['Prostate Neoplasms']
644,['hsa-mir-320'],['Prostate Neoplasms']
645,['hsa-mir-345'],['Prostate Neoplasms']
646,['hsa-mir-34a'],['Prostate Neoplasms']
647,['hsa-mir-370'],['Prostate Neoplasms']
648,['hsa-mir-373'],['Prostate Neoplasms']
649,['hsa-mir-375'],['Prostate Neoplasms']
650,['hsa-mir-449a'],['Prostate Neoplasms']
651,['hsa-mir-491'],['Prostate Neoplasms']
652,['hsa-mir-497'],['Prostate Neoplasms']
653,['hsa-mir-498'],['Prostate Neoplasms']
654,['hsa-mir-503'],['Prostate Neoplasms']
655,['hsa-mir-513'],['Prostate Neoplasms']
656,['hsa-mir-521'],['Prostate Neoplasms']
657,['hsa-mir-92'],['Prostate Neoplasms']
658,['hsa-mir-96'],['Prostate Neoplasms']
659,['hsa-mir-99a'],['Prostate Neoplasms']
660,['hsa-mir-99b'],['Prostate Neoplasms']
661,['hsa-let-7f'],['Kidney Neoplasms']
662,['hsa-mir-101'],['Kidney Neoplasms']
663,['hsa-mir-106a'],['Kidney Neoplasms']
664,['hsa-mir-106b'],['Kidney Neoplasms']
665,['hsa-mir-122'],['Kidney Neoplasms']
666,['hsa-mir-126'],['Kidney Neoplasms']
667,['hsa-mir-141'],['Kidney Neoplasms']
668,['hsa-mir-150'],['Kidney Neoplasms']
669,['hsa-mir-151'],['Kidney Neoplasms']
670,['hsa-mir-15a'],['Kidney Neoplasms']
671,['hsa-mir-17'],['Kidney Neoplasms']
672,['hsa-mir-182'],['Kidney Neoplasms']
673,['hsa-mir-185'],['Kidney Neoplasms']
674,['hsa-mir-191'],['Kidney Neoplasms']
675,['hsa-mir-199a'],['Kidney Neoplasms']
676,['hsa-mir-19b'],['Kidney Neoplasms']
677,['hsa-mir-200b'],['Kidney Neoplasms']
678,['hsa-mir-200c'],['Kidney Neoplasms']
679,['hsa-mir-20a'],['Kidney Neoplasms']
680,['hsa-mir-20b'],['Kidney Neoplasms']
681,['hsa-mir-21'],['Kidney Neoplasms']
682,['hsa-mir-210'],['Kidney Neoplasms']
683,['hsa-mir-214'],['Kidney Neoplasms']
684,['hsa-mir-26a'],['Kidney Neoplasms']
685,['hsa-mir-27a'],['Kidney Neoplasms']
686,['hsa-mir-28'],['Kidney Neoplasms']
687,['hsa-mir-29a'],['Kidney Neoplasms']
688,['hsa-mir-29b'],['Kidney Neoplasms']
689,['hsa-mir-29c'],['Kidney Neoplasms']
690,['hsa-mir-340'],['Kidney Neoplasms']
691,['hsa-mir-342'],['Kidney Neoplasms']
692,['hsa-mir-378'],['Kidney Neoplasms']
693,['hsa-mir-424'],['Kidney Neoplasms']
694,['hsa-mir-489'],['Kidney Neoplasms']
695,['hsa-mir-532'],['Kidney Neoplasms']
696,['hsa-mir-7'],['Kidney Neoplasms']
697,['hsa-mir-720'],['Kidney Neoplasms']
